country,year,population,gdp,co2,co2_per_capita,coal_co2,gas_co2,methane,nitrous_oxide,oil_co2,primary_energy_consumption
Afghanistan,1980,13169313.0,15329836000.0,1.756,0.133,0.316,0.187,9.596,3.343,0.925,6.337
Afghanistan,1981,11937586.0,15645344000.0,1.978,0.166,0.333,0.304,9.605,3.314,1.015,7.29
Afghanistan,1982,10991380.0,15980410000.0,2.095,0.191,0.385,0.396,9.551,3.361,0.993,7.889
Afghanistan,1983,10917985.0,16755333000.0,2.52,0.231,0.385,0.616,9.082,3.165,1.22,9.882
Afghanistan,1984,11190222.0,17072153000.0,2.822,0.252,0.393,0.932,8.13,2.998,1.134,9.93
Afghanistan,1985,11426855.0,17108480000.0,3.501,0.306,0.4,1.192,7.383,2.787,1.548,9.63
Afghanistan,1986,11420074.0,17641344000.0,3.134,0.274,0.425,1.202,6.196,2.382,1.14,9.993
Afghanistan,1987,11387822.0,15810816000.0,3.114,0.273,0.443,0.392,6.533,2.586,2.013,16.93
Afghanistan,1988,11523299.0,14499069000.0,2.857,0.248,0.366,0.44,6.807,2.693,1.821,31.089
Afghanistan,1989,11874089.0,13489497000.0,2.765,0.233,0.337,0.48,6.64,2.677,1.865,30.509
Afghanistan,1990,12045664.0,13065984000.0,2.024,0.168,0.278,0.403,6.734,2.676,1.271,30.197
Afghanistan,1991,12238879.0,12047361847.0,1.914,0.156,0.25,0.389,7.022,2.75,1.204,12.497
Afghanistan,1992,13278983.0,12677539626.0,1.482,0.112,0.022,0.363,7.108,2.688,1.03,8.207
Afghanistan,1993,14943175.0,9834582315.0,1.487,0.1,0.018,0.352,7.199,2.727,1.048,8.155
Afghanistan,1994,16250800.0,7919856426.0,1.454,0.089,0.015,0.338,7.489,2.575,1.032,7.871
Afghanistan,1995,17065837.0,12307525468.0,1.417,0.083,0.015,0.322,7.899,2.686,1.011,6.596
Afghanistan,1996,17763266.0,12070125316.0,1.37,0.077,0.007,0.308,8.815,2.911,0.986,6.553
Afghanistan,1997,18452100.0,11850752863.0,1.304,0.071,0.004,0.282,9.593,3.197,0.949,6.296
Afghanistan,1998,19159996.0,11692171422.0,1.279,0.067,0.004,0.264,10.188,3.463,0.942,6.156
Afghanistan,1999,19887792.0,11517315926.0,1.092,0.055,0.004,0.242,11.064,3.71,0.777,6.15
Afghanistan,2000,20130334.0,11283794151.0,1.047,0.052,0.004,0.224,9.724,3.222,0.788,5.288
Afghanistan,2001,20284303.0,11021272927.0,1.069,0.053,0.07,0.209,8.387,2.853,0.762,3.649
Afghanistan,2002,21378123.0,18804871508.0,1.341,0.063,0.055,0.546,10.375,3.299,0.729,3.328
Afghanistan,2003,22733053.0,21074343420.0,1.56,0.069,0.092,0.465,10.687,3.434,0.993,3.968
Afghanistan,2004,23560656.0,22332570533.0,1.237,0.053,0.092,0.227,10.651,3.412,0.909,3.717
Afghanistan,2005,24404575.0,25397686814.0,1.89,0.077,0.106,0.33,10.901,3.561,1.447,5.014
Afghanistan,2006,25424100.0,28704399925.0,2.159,0.085,0.161,0.329,11.122,3.418,1.657,6.531
Afghanistan,2007,25909852.0,34507529735.0,2.8,0.108,0.747,0.308,11.452,3.366,1.733,7.758
Afghanistan,2008,26482631.0,36561043230.0,4.254,0.161,1.077,0.297,12.664,3.665,2.865,15.04
Afghanistan,2009,27466102.0,44358722212.0,6.388,0.233,1.513,0.271,13.006,3.968,4.591,25.258
Afghanistan,2010,28284088.0,47399425562.0,8.365,0.296,2.246,0.271,14.88,4.388,5.833,32.244
Afghanistan,2011,29347708.0,53326336000.0,11.41,0.389,3.749,0.308,15.341,4.523,7.338,41.391
Afghanistan,2012,30560036.0,59166900000.0,9.731,0.318,2.821,0.308,15.133,4.545,6.573,39.021
Afghanistan,2013,31622709.0,62993700000.0,8.891,0.281,2.97,0.297,15.176,4.559,5.589,31.869
Afghanistan,2014,32792528.0,64346106000.0,8.698,0.265,3.239,0.271,15.547,4.835,5.159,26.63
Afghanistan,2015,33831767.0,62783392000.0,9.384,0.277,2.439,0.282,14.822,4.813,6.622,30.954
Afghanistan,2016,34700613.0,64372217488.0,8.606,0.248,2.421,0.319,14.808,4.78,5.79,28.075
Afghanistan,2017,35688941.0,65169281649.0,9.311,0.261,2.893,0.3,14.78,4.983,6.073,36.517
Afghanistan,2018,36743040.0,65996738862.0,10.192,0.277,3.221,0.293,15.192,4.841,6.621,46.493
Afghanistan,2019,37856125.0,73085701943.0,10.4,0.275,3.273,0.246,15.216,4.598,6.843,47.112
Afghanistan,2020,39068977.0,71417706295.0,11.119,0.285,3.635,0.154,15.25,4.565,7.269,46.912
Afghanistan,2021,40000410.0,56638852656.0,9.869,0.247,2.993,0.158,15.433,4.433,6.701,47.569
Afghanistan,2022,40578847.0,53303471617.0,10.17,0.251,3.488,0.143,16.076,4.419,6.528,45.106
Albania,1980,2735424.0,9993752701.0,5.171,1.89,2.323,0.773,3.88,1.259,1.572,41.798
Albania,1981,2790413.0,10248711161.0,7.343,2.632,2.645,0.806,3.89,1.282,3.495,41.263
Albania,1982,2846910.0,10517106662.0,7.308,2.567,2.88,0.865,4.335,1.288,3.144,41.342
Albania,1983,2905128.0,10795983352.0,7.631,2.627,3.103,0.975,4.63,1.327,3.129,43.03
Albania,1984,2964961.0,11080088527.0,7.826,2.639,3.4,1.044,4.285,1.352,2.946,43.266
Albania,1985,3026245.0,11371456744.0,7.882,2.604,3.723,0.971,4.212,1.323,2.755,43.004
Albania,1986,3087658.0,11669745014.0,8.058,2.61,3.708,1.052,4.327,1.356,2.869,41.735
Albania,1987,3148843.0,11975300148.0,7.447,2.365,3.737,0.451,4.476,1.355,2.821,40.667
Albania,1988,3212924.0,12296424628.0,7.329,2.281,4.018,0.356,4.421,1.416,2.577,41.888
Albania,1989,3260369.0,12617018592.0,8.986,2.756,4.056,0.447,4.526,1.497,4.096,39.079
Albania,1990,3277965.0,12947849077.0,5.521,1.684,2.499,0.465,4.045,1.413,2.173,27.881
Albania,1991,3282608.0,9375856841.0,4.29,1.307,1.48,0.275,4.181,1.089,2.228,21.06
Albania,1992,3282506.0,8745674435.0,2.517,0.767,0.8,0.198,3.39,1.03,1.416,18.201
Albania,1993,3277831.0,9636341649.0,2.338,0.713,0.6,0.157,3.54,1.094,1.478,15.007
Albania,1994,3269417.0,10596114842.0,1.924,0.588,0.169,0.099,4.127,1.311,1.605,13.014
Albania,1995,3258573.0,11600732968.0,2.089,0.641,0.161,0.051,4.071,1.304,1.773,14.311
Albania,1996,3245680.0,12468867839.0,2.018,0.622,0.114,0.044,3.879,1.168,1.755,13.501
Albania,1997,3229665.0,11020137102.0,1.543,0.478,0.044,0.037,3.618,1.101,1.411,12.922
Albania,1998,3210134.0,12026242682.0,1.755,0.547,0.055,0.033,3.463,1.142,1.623,14.884
Albania,1999,3188598.0,13673692880.0,2.986,0.937,0.11,0.029,3.487,1.143,2.792,11.668
Albania,2000,3166147.0,14736835655.0,3.025,0.955,0.07,0.022,3.531,1.197,2.84,19.683
Albania,2001,3147943.0,16103903904.0,3.221,1.023,0.081,0.015,3.473,1.163,3.125,20.096
Albania,2002,3134095.0,17037279441.0,3.748,1.196,0.084,0.026,3.432,1.302,3.638,22.608
Albania,2003,3118093.0,18171076149.0,4.303,1.38,0.084,0.026,3.449,1.315,3.891,23.203
Albania,2004,3098662.0,19346601376.0,4.177,1.348,0.084,0.033,3.378,1.26,3.759,25.014
Albania,2005,3076156.0,20562850324.0,4.261,1.385,0.073,0.022,3.362,1.273,3.91,24.746
Albania,2006,3050805.0,21889974405.0,3.911,1.282,0.073,0.022,3.329,1.236,3.54,23.526
Albania,2007,3022887.0,23259283502.0,4.004,1.324,0.073,0.033,3.206,1.214,3.43,23.142
Albania,2008,2992933.0,25006230217.0,4.448,1.486,0.103,0.015,3.031,1.149,3.847,23.894
Albania,2009,2961487.0,25821550979.0,4.37,1.476,0.407,0.018,2.924,1.136,3.36,24.097
Albania,2010,2928731.0,26747818608.0,4.817,1.645,0.447,0.026,2.956,1.129,3.506,22.207
Albania,2011,2911499.0,27431048326.0,5.175,1.778,0.586,0.029,2.91,1.172,3.583,23.968
Albania,2012,2910003.0,27819814441.0,4.93,1.694,0.686,0.029,2.975,1.168,3.175,22.488
Albania,2013,2907571.0,28098562696.0,5.346,1.839,0.846,0.033,3.006,1.145,3.338,26.358
Albania,2014,2903748.0,28597169040.0,6.072,2.091,1.096,0.059,3.064,1.164,3.862,25.747
Albania,2015,2898634.0,29231663899.0,4.712,1.626,0.322,0.062,3.109,1.201,3.338,24.038
Albania,2016,2897868.0,30200694449.0,4.555,1.572,0.191,0.081,3.065,1.231,3.364,26.761
Albania,2017,2898245.0,31348975722.0,5.344,1.844,0.44,0.084,3.057,1.207,3.778,29.29
Albania,2018,2894229.0,32609000823.0,5.195,1.795,0.847,0.073,3.077,1.108,3.333,27.993
Albania,2019,2885011.0,33289747424.0,4.941,1.712,0.451,0.132,2.838,1.131,3.426,24.898
Albania,2020,2871950.0,32130726850.0,4.865,1.694,0.572,0.095,2.631,1.026,2.876,21.117
Albania,2021,2849641.0,34866976278.0,5.137,1.803,0.861,0.103,2.584,0.823,2.862,25.49
Albania,2022,2827614.0,36171005594.0,4.498,1.591,0.542,0.088,2.431,0.864,2.946,25.865
Algeria,1965,12365979.0,35661973735.0,6.589,0.533,0.264,1.778,29.292,1.808,4.179,24.833
Algeria,1966,12590068.0,33932634033.0,8.421,0.669,0.271,1.85,34.53,1.831,5.972,29.833
Algeria,1967,12876115.0,37094770661.0,8.432,0.655,0.19,1.791,32.425,2.144,6.091,28.247
Algeria,1968,13172615.0,41423886061.0,9.05,0.687,0.202,1.884,31.48,2.328,6.536,30.345
Algeria,1969,13475959.0,45387458950.0,11.263,0.836,0.451,2.476,34.024,2.451,7.868,33.539
Algeria,1970,13783722.0,49945666845.0,15.059,1.093,0.971,0.136,35.315,2.613,6.837,36.759
Algeria,1971,14098937.0,45701215972.0,18.642,1.322,0.901,0.674,35.712,2.796,7.617,39.733
Algeria,1972,14427075.0,55293908511.0,28.308,1.962,0.649,3.136,45.572,3.024,7.258,44.648
Algeria,1973,14771150.0,57097847688.0,38.254,2.59,0.821,3.147,46.374,2.776,9.376,53.251
Algeria,1974,15133508.0,60577884755.0,31.847,2.104,0.7,2.451,43.813,2.607,9.607,58.909
Algeria,1975,15678603.0,64883812851.0,31.964,2.039,0.791,4.459,43.297,2.96,11.291,70.37
Algeria,1976,16409171.0,69150103648.0,39.068,2.381,0.586,6.063,46.961,3.067,11.035,82.102
Algeria,1977,17015988.0,75438035015.0,41.753,2.454,0.605,3.605,50.179,3.231,13.868,90.213
Algeria,1978,17506977.0,85103913585.0,62.299,3.559,0.572,23.856,53.898,3.081,13.165,113.361
Algeria,1979,18036655.0,92753892187.0,45.303,2.512,0.894,8.167,55.078,3.424,15.359,148.54
Algeria,1980,18607175.0,94481648187.0,66.124,3.554,1.608,25.479,50.788,3.845,18.62,177.143
Algeria,1981,19220708.0,96860512464.0,45.999,2.393,1.909,11.165,47.61,3.546,18.157,215.186
Algeria,1982,19872353.0,103000000000.0,38.808,1.953,1.975,7.17,47.647,3.95,18.642,248.112
Algeria,1983,20558120.0,108000000000.0,52.074,2.533,3.148,16.61,47.912,4.096,22.022,270.967
Algeria,1984,21271969.0,114000000000.0,70.417,3.31,4.027,30.51,50.028,4.266,22.768,260.196
Algeria,1985,22008542.0,120000000000.0,71.988,3.271,3.078,27.7,51.467,4.502,22.504,262.297
Algeria,1986,22745501.0,119000000000.0,75.382,3.314,2.726,33.086,53.124,4.541,22.761,277.491
Algeria,1987,23443627.0,118000000000.0,83.02,3.541,2.968,40.117,53.929,4.416,25.091,285.168
Algeria,1988,24109538.0,116000000000.0,82.839,3.436,2.975,38.972,53.571,4.187,27.285,305.422
Algeria,1989,24754488.0,120000000000.0,78.942,3.189,2.986,36.673,56.395,4.278,25.153,297.068
Algeria,1990,25375815.0,118000000000.0,75.892,2.991,2.942,38.908,59.619,4.438,23.204,314.974
Algeria,1991,25987937.0,121000000000.0,77.976,3.0,2.689,38.428,57.656,4.482,26.066,312.095
Algeria,1992,26628570.0,128000000000.0,79.284,2.977,2.378,31.932,58.225,4.604,28.678,320.227
Algeria,1993,27277042.0,130000000000.0,81.306,2.981,1.924,36.098,62.841,4.742,27.993,297.995
Algeria,1994,27887277.0,134000000000.0,87.848,3.15,2.286,37.386,63.483,4.405,30.45,301.921
Algeria,1995,28470194.0,145000000000.0,95.906,3.369,1.935,47.222,69.452,4.083,27.081,313.145
Algeria,1996,29033045.0,157000000000.0,99.56,3.429,1.407,50.567,70.942,4.103,27.407,309.925
Algeria,1997,29579299.0,165000000000.0,87.517,2.959,1.381,39.007,63.239,4.05,30.019,297.86
Algeria,1998,30054135.0,180000000000.0,105.74,3.518,2.11,54.641,60.344,4.688,33.09,308.349
Algeria,1999,30474360.0,193000000000.0,90.613,2.973,2.173,50.92,60.683,4.788,22.188,311.434
Algeria,2000,30903894.0,209000000000.0,84.552,2.736,1.96,38.534,65.86,4.823,26.828,299.946
Algeria,2001,31331226.0,223000000000.0,86.019,2.745,2.096,41.029,57.163,5.112,28.458,310.813
Algeria,2002,31750832.0,245000000000.0,89.658,2.824,2.609,44.653,52.896,4.904,29.495,321.951
Algeria,2003,32175813.0,274000000000.0,94.078,2.924,2.788,44.027,59.672,5.168,31.943,336.922
Algeria,2004,32628286.0,297000000000.0,90.853,2.784,1.924,41.209,57.54,5.831,32.818,349.778
Algeria,2005,33109258.0,327000000000.0,109.564,3.309,2.363,61.211,57.848,5.285,31.052,366.272
Algeria,2006,33623505.0,346000000000.0,103.798,3.087,2.7,49.306,62.265,5.263,35.233,379.22
Algeria,2007,34189420.0,372000000000.0,107.549,3.146,3.012,51.076,57.808,6.208,38.322,399.64
Algeria,2008,34816963.0,396000000000.0,108.596,3.119,3.008,51.551,61.145,5.973,37.363,423.557
Algeria,2009,35490442.0,418000000000.0,116.328,3.278,1.594,54.894,54.668,6.575,44.891,448.859
Algeria,2010,36188237.0,451000000000.0,117.847,3.257,1.216,53.368,59.699,6.877,45.365,438.995
Algeria,2011,36903374.0,482000000000.0,124.715,3.38,1.121,56.721,59.952,7.049,46.92,464.488
Algeria,2012,37646165.0,498000000000.0,135.593,3.602,1.107,64.116,60.493,7.572,48.541,507.672
Algeria,2013,38414176.0,512000000000.0,141.534,3.684,0.777,65.45,59.81,7.665,52.018,536.977
Algeria,2014,39205035.0,532000000000.0,152.435,3.888,0.579,73.833,62.756,7.993,53.582,585.613
Algeria,2015,40019528.0,552000000000.0,160.322,4.006,0.535,78.769,62.783,8.137,55.59,617.518
Algeria,2016,40850719.0,569000000000.0,158.308,3.875,0.0,78.679,64.474,8.141,54.628,616.996
Algeria,2017,41689302.0,577000000000.0,165.252,3.964,0.923,82.354,64.002,8.119,55.324,623.795
Algeria,2018,42505033.0,584000000000.0,174.461,4.104,1.546,88.889,64.052,8.264,56.231,669.62
Algeria,2019,43294551.0,590000000000.0,182.425,4.214,1.275,91.998,63.557,8.343,59.637,694.349
Algeria,2020,44042094.0,560000000000.0,171.139,3.886,0.575,87.026,60.409,7.979,54.13,648.899
Algeria,2021,44761099.0,579000000000.0,182.036,4.067,1.176,96.259,65.382,8.024,57.343,707.627
Algeria,2022,45477391.0,596000000000.0,192.779,4.239,0.758,101.379,67.576,8.2,61.61,734.248
Angola,1980,8133867.0,10330398679.0,5.334,0.656,0.0,0.147,18.723,10.366,2.658,16.022
Angola,1981,8435605.0,10119853675.0,5.267,0.624,0.0,0.172,16.378,8.54,2.763,15.865
Angola,1982,8751653.0,9643454557.0,4.635,0.53,0.0,0.172,17.901,10.795,2.156,16.934
Angola,1983,9082985.0,9325809281.0,5.101,0.562,0.0,0.198,18.97,10.593,2.535,18.18
Angola,1984,9425921.0,9370042336.0,4.986,0.529,0.0,0.22,16.387,7.38,2.292,16.318
Angola,1985,9779125.0,9420208558.0,4.676,0.478,0.0,0.22,17.189,7.915,1.96,20.382
Angola,1986,10139459.0,8569986810.0,4.634,0.457,0.0,0.245,18.054,7.513,1.869,19.991
Angola,1987,10497863.0,9540737551.0,5.786,0.551,0.0,0.297,23.938,11.258,2.924,20.665
Angola,1988,10861299.0,10911810585.0,5.049,0.465,0.0,0.3,21.401,6.836,1.905,21.375
Angola,1989,11238562.0,11089228164.0,4.923,0.438,0.0,0.319,22.858,8.309,1.745,20.603
Argentina,1965,22112634.0,226000000000.0,58.805,2.659,2.601,7.247,99.607,29.899,47.324,328.528
Argentina,1966,22453898.0,228000000000.0,63.073,2.809,2.587,7.848,102.921,31.032,48.57,339.175
Argentina,1967,22799063.0,234000000000.0,65.476,2.872,2.939,8.208,106.945,32.33,49.777,349.032
Argentina,1968,23150580.0,244000000000.0,69.009,2.981,2.367,9.142,107.271,31.991,52.56,360.844
Argentina,1969,23508716.0,265000000000.0,77.249,3.286,2.59,9.105,102.699,30.71,60.573,372.911
Argentina,1970,23878330.0,279000000000.0,82.648,3.461,3.287,10.281,103.345,31.367,63.926,353.487
Argentina,1971,24257212.0,292000000000.0,88.85,3.663,2.928,11.021,105.057,31.315,69.319,374.742
Argentina,1972,24644332.0,302000000000.0,90.073,3.655,2.858,12.469,109.579,32.54,69.297,379.448
Argentina,1973,25046007.0,320000000000.0,93.984,3.752,2.88,14.187,112.825,33.526,71.21,396.458
Argentina,1974,25461352.0,341000000000.0,95.492,3.75,3.367,14.923,113.15,33.359,71.452,412.278
Argentina,1975,25874106.0,338000000000.0,94.86,3.666,3.594,15.722,115.515,34.05,68.913,402.571
Argentina,1976,26282282.0,337000000000.0,99.718,3.794,3.243,16.466,118.267,35.199,71.866,422.714
Argentina,1977,26701815.0,357000000000.0,100.729,3.772,2.704,16.905,122.722,35.518,72.702,441.458
Argentina,1978,27132162.0,341000000000.0,102.583,3.781,3.836,16.425,117.899,34.697,72.896,444.487
Argentina,1979,27568894.0,366000000000.0,110.649,4.014,3.602,18.016,117.555,34.523,79.073,475.767
Argentina,1980,28011597.0,371000000000.0,108.695,3.88,2.865,19.566,115.902,33.94,76.508,473.282
Argentina,1981,28463956.0,350000000000.0,102.009,3.584,2.957,20.485,113.428,33.624,70.059,458.869
Argentina,1982,28924268.0,339000000000.0,103.388,3.574,2.66,23.249,111.506,33.465,69.032,470.355
Argentina,1983,29391334.0,351000000000.0,105.182,3.579,2.191,26.264,113.728,33.869,68.674,490.868
Argentina,1984,29863090.0,358000000000.0,106.492,3.566,2.147,27.301,114.521,34.071,67.237,492.394
Argentina,1985,30336448.0,334000000000.0,100.569,3.315,2.774,28.809,113.651,33.588,60.435,486.092
Argentina,1986,30811982.0,359000000000.0,104.199,3.382,3.393,30.964,111.575,33.102,62.2,509.708
Argentina,1987,31291764.0,368000000000.0,114.936,3.673,3.778,36.699,109.593,32.851,66.454,532.661
Argentina,1988,31780534.0,361000000000.0,121.464,3.822,4.023,42.233,111.857,32.964,66.232,541.383
Argentina,1989,32270958.0,339000000000.0,117.067,3.628,4.144,44.609,112.819,32.652,59.753,522.113
Argentina,1990,32755907.0,339000000000.0,112.188,3.425,3.14,43.213,113.853,33.215,59.188,513.625
Argentina,1991,33230293.0,376000000000.0,117.727,3.543,2.939,47.284,113.136,33.156,61.233,522.459
Argentina,1992,33693532.0,417000000000.0,121.514,3.606,3.107,48.303,115.231,33.999,63.633,560.339
Argentina,1993,34152719.0,445000000000.0,118.021,3.456,2.528,40.807,114.467,33.623,67.152,578.831
Argentina,1994,34613492.0,473000000000.0,118.507,3.424,3.561,42.677,116.18,34.665,67.203,611.176
Argentina,1995,35070016.0,462000000000.0,125.415,3.576,3.741,53.194,118.111,34.79,62.834,630.652
Argentina,1996,35513795.0,489000000000.0,131.446,3.701,3.114,57.542,114.312,35.215,65.921,659.104
Argentina,1997,35947790.0,532000000000.0,136.617,3.8,2.807,61.504,114.316,35.456,66.868,668.982
Argentina,1998,36372862.0,555000000000.0,139.505,3.835,3.155,61.614,110.736,35.349,69.576,694.257
Argentina,1999,36794687.0,538000000000.0,148.345,4.032,2.788,67.619,113.887,35.717,72.723,705.548
Argentina,2000,37213986.0,536000000000.0,143.355,3.852,2.36,69.438,113.917,37.133,67.434,703.635
Argentina,2001,37624817.0,515000000000.0,135.004,3.588,2.008,64.807,113.092,36.622,64.334,687.341
Argentina,2002,38029345.0,461000000000.0,124.93,3.285,1.579,62.618,116.586,37.231,57.495,658.151
Argentina,2003,38424283.0,503000000000.0,134.421,3.498,2.48,69.068,123.989,41.076,59.355,704.758
Argentina,2004,38815915.0,550000000000.0,157.235,4.051,2.532,82.913,125.187,41.377,67.813,751.157
Argentina,2005,39216786.0,601000000000.0,161.728,4.124,3.668,81.967,123.062,41.007,71.8,796.367
Argentina,2006,39622113.0,652000000000.0,174.342,4.4,3.968,83.867,125.455,42.329,81.911,836.059
Argentina,2007,40016767.0,715000000000.0,173.764,4.342,3.759,87.178,122.57,44.551,77.952,869.076
Argentina,2008,40424151.0,747000000000.0,187.596,4.641,3.975,90.12,120.002,43.278,88.658,879.072
Argentina,2009,40854832.0,706000000000.0,178.378,4.366,3.305,87.993,114.282,38.016,82.38,852.154
Argentina,2010,41288694.0,786000000000.0,186.121,4.508,4.082,86.928,105.478,39.065,90.145,882.268
Argentina,2011,41730655.0,838000000000.0,189.884,4.55,4.825,92.586,104.441,40.154,86.906,907.376
Argentina,2012,42161718.0,829000000000.0,191.715,4.547,5.078,95.383,107.532,39.688,85.589,944.132
Argentina,2013,42582453.0,849000000000.0,189.525,4.451,4.84,91.338,109.297,41.103,87.487,1009.449
Argentina,2014,43024071.0,828000000000.0,188.539,4.382,5.536,92.844,110.422,41.19,84.292,993.008
Argentina,2015,43477011.0,850000000000.0,191.809,4.412,5.467,93.535,109.966,40.856,86.954,1009.992
Argentina,2016,43900312.0,833000000000.0,190.02,4.328,4.192,96.301,111.82,43.595,84.554,1005.722
Argentina,2017,44288898.0,856000000000.0,187.068,4.224,4.28,96.444,115.89,45.999,80.857,996.988
Argentina,2018,44654876.0,834000000000.0,182.483,4.087,4.356,96.125,115.387,45.202,76.109,986.055
Argentina,2019,44973469.0,817000000000.0,180.428,4.012,2.143,95.606,115.653,46.939,76.609,925.658
Argentina,2020,45191960.0,736000000000.0,164.613,3.643,3.224,89.085,115.126,48.156,66.675,863.972
Argentina,2021,45312282.0,812000000000.0,190.197,4.197,4.51,93.073,112.747,48.256,85.441,948.187
Argentina,2022,45407904.0,855000000000.0,183.768,4.047,4.731,89.62,115.333,50.296,81.967,1001.241
Armenia,1992,3571870.0,15777768492.0,5.724,1.602,0.374,3.477,1.789,0.722,1.773,51.638
Armenia,1993,3453339.0,13153115049.0,2.51,0.727,0.007,1.508,1.6,0.593,0.939,35.369
Armenia,1994,3364620.0,13441640358.0,2.685,0.798,0.095,1.616,1.575,0.509,0.942,32.257
Armenia,1995,3307586.0,14085547383.0,3.363,1.017,0.007,2.616,1.545,0.502,0.671,34.703
Armenia,1996,3278738.0,14363162631.0,2.5,0.763,0.015,2.041,1.539,0.507,0.366,46.182
Armenia,1997,3246292.0,14402224399.0,3.253,1.002,0.015,2.678,1.531,0.499,0.392,38.84
Armenia,1998,3208399.0,14841976252.0,3.419,1.066,0.015,2.789,1.47,0.485,0.406,41.164
Armenia,1999,3167282.0,14850694858.0,3.04,0.96,0.007,2.275,1.465,0.471,0.586,24.94
Armenia,2000,3125630.0,15244825874.0,3.491,1.117,0.0,2.565,1.482,0.488,0.788,26.843
Armenia,2001,3084350.0,16184137401.0,3.533,1.145,0.0,2.612,1.528,0.494,0.777,26.944
Armenia,2002,3055636.0,18018113990.0,3.077,1.007,0.048,2.002,1.558,0.572,0.816,24.426
Armenia,2003,3038976.0,19928773567.0,3.456,1.137,0.073,2.228,1.596,0.56,0.934,26.568
Armenia,2004,3022544.0,21350959248.0,3.691,1.221,0.0,2.473,1.639,0.608,0.92,27.731
Armenia,2005,3006360.0,23626538545.0,4.376,1.456,0.0,3.063,1.657,0.596,0.982,33.203
Armenia,2006,2990371.0,25937834265.0,4.402,1.472,0.004,3.14,1.696,0.878,0.92,33.146
Armenia,2007,2974825.0,28610365796.0,5.1,1.714,0.007,3.762,1.584,0.769,0.924,37.606
Armenia,2008,2959996.0,29672467967.0,5.575,1.883,0.007,4.122,1.608,0.749,1.033,36.162
Armenia,2009,2945518.0,24704739187.0,4.364,1.481,0.004,3.167,1.529,0.788,0.952,31.599
Armenia,2010,2931083.0,24485670654.0,4.256,1.452,0.007,2.953,1.523,0.741,1.008,34.658
Armenia,2011,2923269.0,24860520809.0,4.969,1.7,0.007,3.756,1.519,0.775,0.942,36.708
Armenia,2012,2922529.0,26634064691.0,5.748,1.967,0.007,4.565,1.57,0.932,0.898,39.766
Armenia,2013,2922526.0,27542825799.0,5.535,1.894,0.004,4.416,1.662,0.999,0.857,39.183
Armenia,2014,2922433.0,28536291283.0,5.604,1.918,0.004,4.493,1.695,0.965,0.864,40.353
Armenia,2015,2921179.0,29464863299.0,5.469,1.872,0.004,4.43,1.738,1.065,0.795,36.874
Armenia,2016,2918796.0,29522321034.0,5.207,1.784,0.004,4.239,1.781,1.534,0.81,36.976
Armenia,2017,2914966.0,31741802974.0,5.537,1.899,0.004,4.459,1.721,1.169,0.868,39.815
Armenia,2018,2909971.0,33400320594.0,5.822,2.001,0.004,4.679,1.633,1.139,0.824,39.066
Armenia,2019,2903975.0,35949092334.0,6.284,2.164,0.011,4.888,1.62,0.756,1.044,41.378
Armenia,2020,2890893.0,33378378959.0,6.795,2.351,0.029,4.901,1.633,0.778,1.452,44.737
Armenia,2021,2870339.0,35275596129.0,7.351,2.561,0.044,5.353,1.678,0.751,1.524,45.858
Armenia,2022,2880880.0,39721734780.0,7.699,2.672,0.044,5.555,1.628,0.716,1.521,51.056
Australia,1965,11357479.0,185000000000.0,113.606,10.003,63.812,0.007,127.47,54.033,47.908,425.76
Australia,1966,11592485.0,190000000000.0,115.736,9.984,66.917,0.007,124.343,53.187,46.994,446.102
Australia,1967,11810521.0,203000000000.0,122.281,10.354,68.541,0.007,129.048,54.853,51.842,473.093
Australia,1968,12030009.0,215000000000.0,128.768,10.704,70.856,0.011,133.182,57.204,55.96,501.694
Australia,1969,12272387.0,228000000000.0,136.414,11.115,72.267,0.487,139.239,59.373,61.53,522.428
Australia,1970,12599414.0,243000000000.0,147.863,11.736,74.674,2.755,140.836,60.452,68.205,570.102
Australia,1971,12997963.0,253000000000.0,151.118,11.626,72.748,4.1,137.814,56.327,71.955,598.808
Australia,1972,13304897.0,261000000000.0,153.598,11.544,74.0,5.844,159.745,71.088,71.318,626.095
Australia,1973,13518689.0,275000000000.0,170.142,12.586,79.03,6.485,143.157,55.7,82.035,669.356
Australia,1974,13719499.0,281000000000.0,166.183,12.113,79.196,7.709,149.989,61.181,76.71,711.901
Australia,1975,13893988.0,289000000000.0,173.102,12.459,84.33,8.369,156.888,68.691,77.93,723.9
Australia,1976,14046758.0,301000000000.0,169.803,12.088,84.598,9.259,170.995,81.452,73.452,749.088
Australia,1977,14203511.0,304000000000.0,181.913,12.808,90.491,11.051,166.911,78.484,77.897,785.969
Australia,1978,14367099.0,313000000000.0,191.052,13.298,93.311,13.802,146.252,63.165,81.48,811.221
Australia,1979,14533034.0,329000000000.0,192.322,13.233,94.767,15.286,160.546,76.594,79.688,841.291
Australia,1980,14721345.0,336000000000.0,204.37,13.883,101.825,17.671,164.216,81.393,82.222,844.247
Australia,1981,14949210.0,349000000000.0,213.81,14.302,104.819,20.361,140.356,57.612,85.675,857.794
Australia,1982,15192484.0,348000000000.0,218.001,14.349,107.585,22.53,158.329,74.753,85.063,849.919
Australia,1983,15414891.0,348000000000.0,207.645,13.47,105.149,22.79,142.857,61.718,76.889,841.572
